tick,r_mean,r_rms,r_std,KE,PE,E_total,L,collisions_total,collisions_tick,fragment_ke_mean,fragment_ke_std
154400,4860.717558582472,8175.242379174509,6573.2802141654465,0.0029900587337320043,-0.00046126591937989473,0.0025287928143521094,1.4426744394799509,4715100,,2.9900587337320044e-05,6.736806301147213e-05
154600,4886.92637408489,8215.44465282959,6603.898958795461,0.003022279930416372,-0.00045722509076800435,0.002565054839648368,1.1467155005051304,4715576,,3.022279930416372e-05,6.862497448828058e-05
154800,4913.168640981724,8255.600095008585,6634.433422228273,0.0030172455891333268,-0.0004699143341764259,0.002547331254956901,1.1370821312595987,4716074,,3.017245589133327e-05,6.832687760704514e-05
155000,4939.650935873301,8295.932807882687,6665.009361180998,0.003021594020077655,-0.00046406977932108125,0.002557524240756574,4.811744002726039,4716578,,3.0215940200776552e-05,6.713479549421545e-05
155200,4966.23305824855,8336.459461031905,6695.75130635746,0.0030903860279927185,-0.0004647360871974429,0.0026256499407952757,5.088831258938481,4717040,,3.090386027992718e-05,6.946165236808417e-05
155400,4993.072305081627,8377.50929466777,6726.952574418206,0.0031374767580976326,-0.00046051927819697685,0.002676957479900656,5.959723065851872,4717542,,3.137476758097633e-05,7.143336941859774e-05
155600,5019.815548393165,8418.828394562997,6758.559269342129,0.0031312178188254397,-0.0004536935929490328,0.0026775242258764067,8.040673884966228,4717996,,3.1312178188254395e-05,7.332621456673804e-05
155800,5046.527342812316,8460.166031683082,6790.211415110131,0.0031376452654580255,-0.0004631737863970586,0.002674471479060967,7.655950715497396,4718512,,3.137645265458025e-05,7.182789737712206e-05
156000,5073.089645127971,8501.592278810642,6822.084192358525,0.003099056161295811,-0.00046227930085861207,0.002636776860437199,6.88523764560893,4719136,,3.099056161295812e-05,7.223726952507746e-05
156200,5099.612592608842,8542.835008530483,6853.756735417397,0.00304663786229478,-0.0004604334624590311,0.0025862043998357486,5.891117845862442,4719562,,3.0466378622947796e-05,7.026865396944453e-05
156400,5126.336408640669,8584.294416412675,6885.549045145121,0.0031501267175935506,-0.00046053194586563573,0.002689594771727915,5.010904540754149,4720052,,3.1501267175935505e-05,7.346046512085088e-05
156600,5153.07818643226,8626.096117284622,6917.753929502614,0.003183620106628255,-0.0004627532717271491,0.002720866834901106,2.7912089583576405,4720572,,3.183620106628256e-05,7.358430361161898e-05
156800,5179.819769257558,8668.011458128005,6950.099984622303,0.0032145052022358616,-0.0004663096482180107,0.002748195554017851,3.462357754809385,4721058,,3.214505202235862e-05,7.392576349742915e-05
157000,5206.726978966979,8710.041493495517,6982.464964818011,0.0032380178175382777,-0.00045143624862251623,0.0027865815689157615,3.726927637225295,4721544,,3.238017817538278e-05,7.388438042705432e-05
157200,5233.708485549265,8752.316460031787,7015.079394050574,0.0032722469203492,-0.0004702345449201199,0.00280201237542908,2.875324566055594,4722024,,3.2722469203492e-05,7.352938547576731e-05
157400,5260.837131845483,8794.456215779845,7047.414618387693,0.0032701852564983856,-0.00047283282477044754,0.002797352431727938,3.4543136465442696,4722526,,3.2701852564983866e-05,7.32117302195723e-05
157600,5287.854888030849,8836.699701809173,7079.961320733511,0.0033235689843019046,-0.00046206210693059985,0.0028615068773713047,5.1928522390980625,4723118,,3.323568984301905e-05,7.295374027445312e-05
157800,5315.041772991673,8879.179698588769,7112.67622426218,0.0033026098750903493,-0.00045306569446297074,0.0028495441806273784,5.753413189686964,4723526,,3.3026098750903497e-05,7.27755556672911e-05
158000,5342.237112015926,8921.744143611906,7145.489570566393,0.0032829603849328136,-0.00045963405170698954,0.0028233263332258242,5.209603475412069,4723906,,3.282960384932814e-05,7.179160377448793e-05
158200,5369.310515380327,8964.24416125339,7178.313031067379,0.0032489461642372253,-0.0004676670016044436,0.0027812791626327816,4.19307152104569,4724334,,3.248946164237225e-05,7.074434517316453e-05
158400,5396.570323373428,9006.676461931935,7210.911844892015,0.003292204950850058,-0.00046420754747918976,0.002827997403370868,6.1922169956477235,4724784,,3.292204950850058e-05,7.19154955898202e-05
158600,5423.93775374458,9049.269373135308,7243.62998993384,0.0032888808667256636,-0.00047058993532533275,0.0028182909314003308,5.543207101065695,4725196,,3.288880866725664e-05,7.16178754618658e-05
158800,5451.1317671555935,9091.629818000187,7276.186858833221,0.0032317972098472214,-0.00046003402987850045,0.002771763179968721,6.816110792456699,4725598,,3.231797209847221e-05,7.05935903934388e-05
159000,5477.877808292508,9133.658444126106,7308.664124952835,0.0032317573908041608,-0.0004636224057472638,0.002768134985056897,7.372524601624559,4726052,,3.231757390804161e-05,7.092066505243546e-05
159200,5504.7398680377355,9175.62769607872,7340.979675920837,0.00320206692774121,-0.0004542150034592376,0.0027478519242819725,6.521496272628104,4726752,,3.2020669277412105e-05,6.915648959579609e-05
159400,5531.729640990819,9217.80794326638,7373.462582662801,0.0032163100040478836,-0.0004558415470045546,0.002760468457043329,5.572964369100648,4727254,,3.216310004047884e-05,7.01940340577014e-05
159600,5558.883370442778,9260.22909390413,7406.1230441711705,0.0031857063814870927,-0.0004702775968634668,0.002715428784623626,4.821578543758702,4727770,,3.1857063814870926e-05,6.932776483998304e-05
159800,5585.9237430734365,9302.430546285656,7438.593281329266,0.0031304795485011627,-0.0004663928063822869,0.002664086742118876,5.552649737819499,4728314,,3.130479548501162e-05,6.922222703342053e-05
160000,5613.237529633708,9344.865133743035,7471.149095270278,0.003171818279548489,-0.0004562608134145309,0.0027155574661339578,5.7069361515831085,4728774,,3.171818279548489e-05,6.958470419949225e-05
160200,5640.600134261867,9387.599241105294,7504.042219828302,0.0032162010153955214,-0.0004564344467575914,0.00275976656863793,6.263714539183858,4729238,,3.216201015395522e-05,7.115222691440126e-05
160400,5667.8970630564345,9430.442134671852,7537.120254977391,0.003207233949720283,-0.0004593333539236642,0.002747900595796619,5.682911284903828,4729790,,3.207233949720283e-05,7.134472572877341e-05
160600,5695.056855643369,9473.123654752135,7570.099021097009,0.0032193537364866155,-0.0004519154069542517,0.0027674383295323637,7.483482641764498,4730286,,3.219353736486615e-05,7.05666788587403e-05
160800,5722.350485696411,9516.133991524055,7603.388130530337,0.0031993043556539326,-0.00045890876114732887,0.0027403955945066037,6.607660427082361,4730790,,3.1993043556539326e-05,6.996129545855201e-05
161000,5749.491342400836,9558.887237867022,7636.470030708878,0.0031432982396215918,-0.0004553127937613962,0.0026879854458601955,7.696459017944199,4731434,,3.143298239621592e-05,6.993615980956444e-05
161200,5776.21219840435,9601.45970368932,7669.641522299111,0.003252153830129307,-0.0004608130082285619,0.002791340821900745,7.779151732324411,4731942,,3.252153830129307e-05,7.1839285733328e-05
161400,5803.154972751881,9644.135058048312,7702.774394989229,0.003235361989344485,-0.00044648710402464135,0.0027888748853198437,8.828294118528094,4732392,,3.235361989344486e-05,7.139834438017094e-05
161600,5829.704247865555,9686.644984804754,7735.996344625649,0.003249693156150638,-0.0004446931252178218,0.0028050000309328164,9.804462342495905,4733000,,3.249693156150638e-05,6.9902707947467e-05
161800,5856.358927270998,9729.029444841164,7768.981532579392,0.003272705484619351,-0.0004396205824405404,0.0028330849021788104,10.268970596287051,4733484,,3.2727054846193505e-05,7.186695248643501e-05
162000,5883.225516055414,9771.60478692607,7802.045734236051,0.003251255746712888,-0.00043470111211480205,0.0028165546345980856,10.295647444716606,4733872,,3.251255746712887e-05,7.118614897258478e-05
162200,5910.471958546937,9814.566430783183,7835.306978765189,0.003265466159496955,-0.0004350541585488269,0.002830412000948128,10.120624059800095,4734250,,3.2654661594969546e-05,7.263307607066116e-05
162400,5937.815868784927,9857.691796297722,7868.6994007397,0.0032940683841664437,-0.00045112574638989106,0.0028429426377765527,11.139628487852644,4734736,,3.2940683841664434e-05,7.274317965340769e-05
162600,5965.024968367038,9901.054543737213,7902.4906330103995,0.003315620305944103,-0.00044046038246387724,0.002875159923480226,12.1505366188469,4735234,,3.315620305944103e-05,7.303934448252964e-05
162800,5992.276090166855,9944.270833140603,7936.066384681111,0.0032605528624831412,-0.0004411099141885679,0.002819442948294573,11.80748833522298,4735720,,3.260552862483141e-05,7.047968221131363e-05
163000,6019.593445929244,9987.166371770003,7969.189851116568,0.0032215203297490482,-0.00044181912393643585,0.0027797012058126125,12.953228409211395,4736094,,3.221520329749048e-05,6.845564903463374e-05
163200,6047.236225777377,10030.469557033348,8002.577932405191,0.003264541085816449,-0.00044840385284078914,0.00281613723297566,13.368302611660349,4736562,,3.2645410858164497e-05,6.951678117867051e-05
163400,6074.83147163323,10073.522901248807,8035.688286216597,0.003231904952937286,-0.00044001022058909344,0.002791894732348192,12.154199030094267,4736972,,3.231904952937286e-05,6.731668072334961e-05
163600,6102.655857178862,10116.474878954157,8068.497720477527,0.0031803102622754093,-0.00043329801457879963,0.00274701224769661,13.96355745374314,4737454,,3.180310262275409e-05,6.631277364579649e-05
163800,6130.207665682904,10159.297376605347,8101.35032953784,0.0031801967593107256,-0.00042660226341387783,0.0027535944958968477,13.10022324266145,4737924,,3.180196759310726e-05,6.583313950981591e-05
164000,6157.9737402230085,10202.238765630074,8134.189280171005,0.0032372111427728515,-0.00044336590232431177,0.0027938452404485396,13.73093743586093,4738294,,3.237211142772851e-05,6.604417492591439e-05
164200,6186.1045672828595,10245.594965072452,8167.271666288574,0.0032510681914522986,-0.0004321986969455183,0.0028188694945067805,14.582068795772093,4738746,,3.251068191452299e-05,6.667800677788635e-05
164400,6214.282138727838,10289.22491016151,8200.661360657221,0.0032591290009300173,-0.0004454810105645598,0.0028136479903654575,13.602235632273455,4739184,,3.259129000930018e-05,6.627104771145418e-05
164600,6242.653700044228,10333.102881152954,8234.214591192995,0.0032822507861923478,-0.00044075000862979957,0.002841500777562548,13.273401255943698,4739648,,3.282250786192348e-05,6.733234328866298e-05
164800,6271.087878622344,10376.94367545583,8267.673001647967,0.0032930486718532655,-0.0004501047411994032,0.0028429439306538623,12.09772443010626,4740108,,3.293048671853266e-05,6.775662850384656e-05
165000,6299.251178531055,10420.818808434513,8301.379356950121,0.00333435803603963,-0.0004463752360437224,0.0028879827999959075,12.957762786500297,4740524,,3.33435803603963e-05,6.906673713609876e-05
165200,6327.691703492808,10464.774999509063,8334.976514417913,0.003309557514463415,-0.00044369570589021176,0.002865861808573203,13.241765903524806,4740954,,3.309557514463415e-05,6.826579346705191e-05
165400,6355.944108800743,10508.302974938473,8368.178170838733,0.0032887943792416774,-0.0004382872225823716,0.0028505071566593057,12.619530201413697,4741468,,3.2887943792416776e-05,6.664577689923206e-05
165600,6384.205516176571,10551.801703815194,8401.3355559612,0.003341414319411703,-0.0004522973775171187,0.002889116941894584,14.751075434403328,4741914,,3.3414143194117034e-05,6.76642937486586e-05
165800,6412.547118373218,10595.437117054204,8434.602963749583,0.0033418704096886426,-0.000431829641164225,0.0029100407685244177,13.520198239516347,4742284,,3.3418704096886424e-05,6.726089237101567e-05
166000,6440.797541008847,10638.98742138224,8467.832094938112,0.0033222790136295944,-0.00044023664263152047,0.002882042370998074,12.983056343886282,4742796,,3.3222790136295945e-05,6.776620269126025e-05
166200,6469.57760575196,10682.877435680022,8501.08439605878,0.003364649377133572,-0.0004555981714806396,0.0029090512056529324,13.16506172101874,4743248,,3.364649377133572e-05,6.739285046667933e-05
166400,6498.457250518808,10726.926373593842,8534.459724416223,0.0033805663580308695,-0.0004461428704760145,0.002934423487554855,12.671272434157135,4743716,,3.3805663580308695e-05,6.822064666285438e-05
166600,6527.425036632087,10771.169574267102,8568.011227161522,0.0034224868826489134,-0.00044390223885747566,0.0029785846437914375,13.255268829084553,4744108,,3.422486882648914e-05,6.935247538205307e-05
166800,6556.301021816828,10815.36771002898,8601.57518216641,0.0034340490256331933,-0.0004447838846707245,0.0029892651409624688,13.781468349653979,4744516,,3.4340490256331936e-05,6.85717842058128e-05
167000,6585.189681169909,10859.578341476998,8635.14438893118,0.0034651429927243745,-0.00044399528259590635,0.0030211477101284683,14.576501818640532,4744958,,3.465142992724374e-05,6.893777050440105e-05
167200,6614.28669052882,10904.208737220324,8669.08182914231,0.003536641238961567,-0.00044705062478373966,0.0030895906141778277,12.60826708823653,4745450,,3.536641238961567e-05,7.156720950878718e-05
167400,6643.451044327514,10948.926276385495,8703.076744884442,0.003496936140306163,-0.00043878417574586996,0.003058151964560293,11.870814949330022,4745922,,3.4969361403061635e-05,7.094332848025954e-05
167600,6672.557955252638,10993.476769453486,8736.904589973967,0.003491146587299006,-0.00044337706773379644,0.0030477695195652095,10.594716091763118,4746554,,3.491146587299005e-05,7.025751637735865e-05
167800,6701.856832987863,11038.016117837376,8770.570951071068,0.0035218499784895768,-0.0004487419468248536,0.003073108031664723,10.682822947477709,4747032,,3.521849978489576e-05,7.056257702508813e-05
168000,6731.290546952554,11082.834795375506,8804.484918159225,0.00351825642691904,-0.00044617645631113526,0.003072079970607905,11.247750762554334,4747520,,3.5182564269190404e-05,7.041731993769091e-05
168200,6760.83119428719,11127.639728299215,8838.298902230921,0.0034645838915938207,-0.00045418526146470125,0.0030103986301291195,10.266784253178376,4747926,,3.46458389159382e-05,7.046206326402313e-05
168400,6790.179993244546,11172.189382787043,8871.937289239653,0.0034027257378046153,-0.0004406839639810218,0.0029620417738235936,12.267301035020946,4748270,,3.402725737804615e-05,6.78950567334344e-05
168600,6819.765513529709,11216.662865226845,8905.297534200066,0.0034399183226856075,-0.0004365352625407504,0.003003383060144857,14.324095335897612,4748638,,3.4399183226856065e-05,6.848745299585328e-05
168800,6849.191736932227,11261.339524306915,8939.034647681841,0.003459433929718422,-0.00044764706214590606,0.0030117868675725162,11.218764098812438,4749072,,3.459433929718422e-05,7.009339291390684e-05
169000,6878.801341092535,11306.079006962293,8972.709435920511,0.003453500148301371,-0.00044976889164851204,0.003003731256652859,11.151468218125968,4749440,,3.4535001483013704e-05,6.860439147935625e-05
169200,6908.3245884463195,11350.465019513837,9006.00397178878,0.0034018487903789197,-0.0004500440739921246,0.002951804716386795,10.06501169430056,4750024,,3.4018487903789194e-05,6.655376036329499e-05
169400,6937.5208176302585,11394.624192112859,9039.262435864468,0.0034070893386159364,-0.00044672259508561505,0.0029603667435303214,10.643554740632586,4750514,,3.4070893386159366e-05,6.776620923334688e-05
169600,6966.825945291152,11438.833267476195,9072.49925704809,0.003415362564937071,-0.00045025973363854683,0.0029651028312985242,10.78274174469853,4750972,,3.415362564937071e-05,6.756806103919169e-05
169800,6996.291511356692,11483.097058938438,9105.680817660967,0.0034377514217017787,-0.0004524170595954404,0.0029853343621063385,13.769843041256344,4751356,,3.437751421701778e-05,6.603982974940529e-05
170000,7025.89035195694,11527.270159198892,9138.644433691225,0.0034409578464390527,-0.000443877910952164,0.0029970799354868886,15.700043940060228,4751846,,3.440957846439053e-05,6.682167150319344e-05
170200,7055.412057502338,11571.564461379172,9171.819055274917,0.0034084729098733386,-0.00043799085014448674,0.002970482059728852,14.694845620301201,4752378,,3.408472909873338e-05,6.772216750186135e-05
170400,7084.962793018599,11616.083929266571,9205.254373090798,0.0034397402451867066,-0.0004389696384307326,0.003000770606755974,14.704400201642189,4752882,,3.439740245186706e-05,6.879884225864793e-05
170600,7114.408044466259,11660.43102380356,9238.552366995295,0.003424776081013046,-0.0004441709579162895,0.0029806051230967566,17.134124745085916,4753226,,3.424776081013046e-05,6.990868855645199e-05
170800,7143.620976016986,11704.603814977823,9271.808335842774,0.003418736833147735,-0.0004411720761354503,0.0029775647570122847,14.1293915382824,4753682,,3.4187368331477355e-05,6.97625062877454e-05
171000,7172.8719600718805,11748.856191162207,9305.134585003329,0.0034629285095760212,-0.0004416387838172118,0.0030212897257588093,15.04912288656131,4754084,,3.4629285095760215e-05,7.016831204145002e-05
171200,7202.160490559349,11793.190200303441,9338.53411241609,0.0034782393584487144,-0.0004412584929845728,0.0030369808654641416,16.5841797664574,4754444,,3.478239358448714e-05,7.12899008676041e-05
171400,7231.482482931168,11837.600239444042,9372.003015788317,0.003501242129806581,-0.0004366777515898327,0.0030645643782167484,17.42752461920413,4754786,,3.501242129806581e-05,7.170355016009352e-05
171600,7261.338153792262,11882.42241970363,9405.579768230995,0.0035626723371840973,-0.00042655230794684334,0.003136120029237254,17.18883271947582,4755100,,3.562672337184097e-05,7.282780798778569e-05
171800,7291.2332718894295,11927.38530434155,9439.302811813766,0.003594615903254977,-0.0004338490890256323,0.0031607668142293447,16.939713634312575,4755526,,3.594615903254977e-05,7.33498631588369e-05
172000,7321.114530395841,11972.531795548162,9473.267632039038,0.0036415062810706443,-0.000424894662881017,0.0032166116181896274,17.80249307796828,4755936,,3.641506281070645e-05,7.381576510748125e-05
172200,7351.010218704021,12017.799029596263,9507.373048338533,0.003630089370646846,-0.00042547406549274313,0.003204615305154103,16.419281546882882,4756458,,3.6300893706468464e-05,7.348618304375559e-05
172400,7381.180514482123,12063.266555782635,9541.518443544155,0.0036829690380821203,-0.0004311187508611879,0.0032518502872209325,16.996390287771465,4756918,,3.6829690380821205e-05,7.45633922107348e-05
172600,7411.638051588647,12108.836988222976,9575.570719262643,0.0036994353814590398,-0.0004153959070547664,0.0032840394744042736,18.2763008826265,4757322,,3.699435381459039e-05,7.470297053715783e-05
172800,7442.093259396448,12154.459483865772,9609.689550832565,0.0037236144401335412,-0.00041454802301898715,0.003309066417114554,18.04840383425728,4757636,,3.723614440133542e-05,7.406202129437145e-05
173000,7472.78969271155,12200.111040985372,9643.65717043473,0.0037198118047596907,-0.0004037258707663012,0.0033160859339933894,17.580406524040512,4757984,,3.7198118047596904e-05,7.275810344982016e-05
173200,7503.628006938742,12245.904640820278,9677.693279162557,0.0037908807716067307,-0.0003983246765139848,0.003392556095092746,17.07435810650586,4758362,,3.7908807716067306e-05,7.434616809651462e-05
173400,7534.5564720113125,12292.112516474852,9712.18249868433,0.0037788252312004693,-0.0003965149571435769,0.0033823102740568925,19.626835818754245,4758710,,3.7788252312004695e-05,7.523527755640498e-05
173600,7565.620417000007,12338.511646393023,9746.80754678417,0.0038078204464163643,-0.0003996889519612429,0.0034081314944551214,16.54812513002552,4759014,,3.8078204464163635e-05,7.663751980120661e-05
173800,7596.947577073912,12385.205045601006,9781.599640793496,0.0038781556415325115,-0.0003924465887186796,0.003485709052813832,16.133909328519437,4759266,,3.878155641532512e-05,7.80289535925835e-05
174000,7628.412627576559,12432.315839484037,9816.812003706507,0.003912308353011986,-0.0003925782591780365,0.0035197300938339493,14.418633969400636,4759520,,3.912308353011985e-05,8.026899466338838e-05
174200,7659.9732141252525,12479.675035486356,9852.263666296441,0.0038836533346210903,-0.00039047172163160103,0.003493181612989489,15.892560264529807,4759814,,3.8836533346210904e-05,7.918040847301339e-05
174400,7691.614052032779,12527.087432628488,9887.719293107511,0.003909284476007838,-0.0003767522358708314,0.0035325322401370068,14.497986321231457,4760090,,3.9092844760078374e-05,8.01093738630484e-05
174600,7723.584159555933,12574.80012322991,9923.298134664685,0.003910843825300191,-0.0003791105156837404,0.0035317333096164505,12.931405901987182,4760376,,3.910843825300191e-05,7.918577057810552e-05
174800,7755.8150627485265,12622.56150142501,9958.734436146986,0.003917710138427678,-0.00037035222791798804,0.00354735791050969,13.628205473964606,4760640,,3.917710138427679e-05,7.962386195459091e-05
175000,7788.113154851099,12670.38346475013,9994.193845981212,0.003955781997784166,-0.0003785212714371569,0.0035772607263470095,10.354445541032211,4760882,,3.955781997784167e-05,8.005205304212603e-05
175200,7821.084003048666,12718.5843751533,10029.607845033119,0.004023332961713655,-0.00037180194432386075,0.0036515310173897944,9.786457529136053,4761116,,4.023332961713655e-05,8.334976695668175e-05
175400,7854.355046118377,12767.217990611947,10065.334670507493,0.004035908885113303,-0.00035874999574992626,0.003677158889363377,9.418975525444674,4761296,,4.0359088851133026e-05,8.431201650328203e-05
175600,7887.893869276035,12816.259538568836,10101.36816807477,0.00414258144715124,-0.0003841400549853306,0.003758441392165909,12.076502478767253,4761508,,4.14258144715124e-05,8.778489776433593e-05
175800,7922.079856139912,12865.837917814475,10137.57545374706,0.004200460458956818,-0.00038689047002255823,0.00381356998893426,12.397058372693234,4761786,,4.2004604589568195e-05,8.67506658851796e-05
176000,7956.394563417731,12915.429169708912,10173.696289401636,0.004161384392036522,-0.00038340200363455026,0.0037779823884019717,11.329616714615828,4762058,,4.161384392036522e-05,8.535834553583228e-05
176200,7991.080686014703,12965.020123036289,10209.52380184006,0.004149599259230314,-0.00037728829927662067,0.003772310959953693,11.540374798690298,4762322,,4.1495992592303145e-05,8.523568983344669e-05
176400,8025.500269893827,13014.517378174816,10245.438399831823,0.004175360357797769,-0.0003802472600975231,0.003795113097700246,12.077031026776094,4762630,,4.175360357797768e-05,8.587109227290067e-05
176600,8060.165321638366,13064.275467857224,10281.489604522993,0.004256497605593041,-0.00038004968436279325,0.0038764479212302473,13.867970063369713,4762906,,4.256497605593041e-05,8.710272548632044e-05
176800,8094.973306936029,13114.190203710727,10317.625301351836,0.004262091417403646,-0.0003921999456058915,0.003869891471797755,13.193104257049743,4763162,,4.262091417403646e-05,8.723438713156328e-05
177000,8129.752429366936,13163.983806104252,10353.627146298897,0.004241680641106874,-0.00038331168429891224,0.0038583689568079615,13.077880889543012,4763390,,4.241680641106873e-05,8.576145726254724e-05
177200,8164.869377135982,13214.00327371959,10389.648241022363,0.004297855896902631,-0.0003982030668025054,0.0038996528301001253,15.054899669920324,4763612,,4.297855896902632e-05,8.523408975948976e-05
177400,8200.187889891991,13264.372340244527,10425.952817422145,0.004382502648145897,-0.00039307908596995756,0.003989423562175939,15.128662860781523,4763882,,4.3825026481458974e-05,8.705120589787552e-05
177600,8235.600923363068,13315.06081371698,10462.586769249892,0.0043954166198745225,-0.00040343330940590267,0.00399198331046862,13.374695167239246,4764160,,4.395416619874522e-05,8.737431050039359e-05
177800,8270.746668121918,13365.90565677607,10499.62778281158,0.004423362182874603,-0.000383049984667191,0.004040312198207411,11.893061692176781,4764418,,4.423362182874602e-05,9.096575374620684e-05
178000,8305.871418081884,13416.979963296857,10536.975435190108,0.0044226017424056656,-0.0003915026327402101,0.004031099109665455,11.471227992287417,4764684,,4.422601742405665e-05,9.178913812530405e-05
178200,8340.81770840341,13467.941857384396,10574.318787944252,0.004422668048559137,-0.00039035226463024876,0.004032315783928889,9.520724809894132,4764974,,4.422668048559137e-05,9.190342710053741e-05
178400,8375.898317161373,13519.195735389783,10611.926343145933,0.0045006625694316875,-0.00038283403060533546,0.004117828538826352,11.406109695708755,4765214,,4.5006625694316876e-05,9.334364541611929e-05
178600,8410.882170259913,13570.600346934325,10649.800697394197,0.004527277681552065,-0.0003780854356659863,0.004149192245886079,10.736452642348862,4765416,,4.527277681552065e-05,9.39336410420468e-05
178800,8445.90505695011,13622.14872494012,10687.825955421069,0.004574718453980199,-0.0003795328161510933,0.004195185637829106,9.943424444403727,4765672,,4.5747184539802e-05,9.337318930598415e-05
179000,8480.779529369522,13673.342406856178,10725.514959635197,0.004557913891542255,-0.00038240200882018975,0.004175511882722065,8.633117738617512,4765928,,4.557913891542256e-05,9.152783159222146e-05
179200,8515.631007412192,13724.290268566057,10762.907224419294,0.004487886699742416,-0.00038413834393480426,0.004103748355807612,6.488195849007239,4766134,,4.487886699742417e-05,8.858757686816906e-05
179400,8550.160682499381,13774.712183372865,10799.881852974251,0.00447634485467444,-0.00037751451451748175,0.0040988303401569585,8.772177864844814,4766434,,4.4763448546744396e-05,8.704856840598412e-05
179600,8584.86279243125,13825.16534904214,10836.758175925353,0.004493233483076198,-0.00037640165560596324,0.004116831827470235,8.916068920268293,4766694,,4.493233483076198e-05,8.78946804134292e-05
179800,8619.497523838772,13875.668443577231,10873.749914018726,0.00445030506018748,-0.00037378955168584135,0.0040765155085016385,12.743012608201045,4766926,,4.4503050601874806e-05,8.719089386872288e-05
180000,8654.174385937378,13926.13742168047,10910.663095582897,0.0044299692680201804,-0.0003739957867103959,0.004055973481309785,17.013263597222956,4767196,,4.42996926802018e-05,8.722735312655634e-05
180200,8688.920689743218,13976.808081496685,10947.777006970102,0.004500998632266763,-0.00037699968660598874,0.004123998945660775,17.19635718130873,4767432,,4.500998632266763e-05,8.795989120090168e-05
180400,8723.9684894797,14027.934984106456,10985.232528849041,0.004522796016542622,-0.00036597965431007883,0.004156816362232543,13.645693760453328,4767640,,4.522796016542621e-05,8.765468805465063e-05
180600,8759.140028786655,14078.989668691484,11022.49590824278,0.004576045256396548,-0.00038800156247784193,0.004188043693918706,16.506091155353538,4767918,,4.576045256396548e-05,8.769708917684862e-05
180800,8794.45784408057,14130.068535063669,11059.672148589487,0.004585265661437751,-0.0003853955655479034,0.004199870095889848,16.674702921290915,4768170,,4.585265661437751e-05,8.731757020250181e-05
181000,8829.945112883559,14181.220317341718,11096.80490017056,0.004602952111742856,-0.00037301954509426875,0.004229932566648587,15.80506660436877,4768404,,4.6029521117428556e-05,8.49970971517039e-05
181200,8865.98423732539,14232.785307090306,11134.024479101137,0.004616362025665965,-0.0003723035921074214,0.0042440584335585434,18.84254426176515,4768590,,4.616362025665966e-05,8.502703906738264e-05
181400,8902.102041169665,14284.303053044383,11171.118697776688,0.0046632016936487665,-0.00036397816380779664,0.00429922352984097,18.656036040774165,4768826,,4.663201693648766e-05,8.576954194243701e-05
181600,8938.146790098468,14335.817037857048,11208.264009273016,0.004643189413529466,-0.0003747729526343362,0.00426841646089513,17.60766322198062,4769100,,4.643189413529465e-05,8.443717154501356e-05
181800,8974.166804169834,14387.03358571895,11245.046267914651,0.004611955976422279,-0.0003712757958509575,0.004240680180571322,18.520857225067676,4769318,,4.611955976422279e-05,8.261087571006133e-05
182000,9010.351741609471,14438.283847218918,11281.737541058908,0.0046407522361157725,-0.00037283025127696033,0.004267921984838812,19.640730081798154,4769588,,4.6407522361157724e-05,8.397494767313207e-05
182200,9046.538060614534,14489.475132618421,11318.349647215367,0.004690430515852933,-0.0003672911666932298,0.004323139349159703,19.32499505415606,4769828,,4.690430515852933e-05,8.390097416316755e-05
182400,9083.079296717093,14540.817989175393,11354.869364456643,0.0047038274365336355,-0.000371690438952395,0.00433213699758124,23.13697779130913,4770080,,4.7038274365336344e-05,8.392786301263978e-05
182600,9119.424611904395,14591.987980819411,11391.321608144095,0.004680528741650695,-0.0003829392026924139,0.004297589538958281,22.907042248524213,4770352,,4.680528741650695e-05,8.411496681800413e-05
182800,9155.825731634488,14643.264031504405,11427.862296522935,0.004670547193928133,-0.00037541874516600987,0.004295128448762123,22.885154063360226,4770586,,4.670547193928133e-05,8.433998373633327e-05
183000,9192.18614309563,14694.514875804165,11464.400609971308,0.004570438283185472,-0.0003782098670147006,0.0041922284161707716,18.983021846538435,4770880,,4.570438283185471e-05,8.29247390488207e-05
183200,9228.152948838471,14745.5895633353,11501.026246521948,0.00453331310996866,-0.0003763193542798007,0.004156993755688859,18.518610373474317,4771178,,4.5333131099686596e-05,8.236963323072306e-05
183400,9263.974578372598,14796.903131531315,11538.07251213076,0.0045540362146634554,-0.0003791207038507621,0.004174915510812694,20.1877327716979,4771428,,4.5540362146634554e-05,8.381919076834678e-05
183600,9300.031975781922,14848.289973621148,11575.021399123723,0.004578410194312945,-0.0003806666377948596,0.004197743556518085,20.51140909203186,4771686,,4.578410194312944e-05,8.394890271185235e-05
183800,9336.231742033342,14900.214456623391,11612.54355050683,0.004666247548810679,-0.00038203212042855393,0.004284215428382125,20.733214069288756,4771974,,4.66624754881068e-05,8.527429737110121e-05
184000,9372.59663155677,14952.080802683902,11649.85633869016,0.004583894764835842,-0.0003709648240596477,0.004212929940776195,19.478546234883403,4772170,,4.583894764835843e-05,8.255044277614076e-05
184200,9409.03745328202,15003.994347452226,11687.166490690313,0.004573330827985257,-0.00037550897605980723,0.00419782185192545,19.538836753412017,4772448,,4.5733308279852564e-05,8.296560870863833e-05
